Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,,,
Refridgerator,SHARP,SJ-T508R-WH,Thailand,461,3.0271,3,508,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SHARP,SJ-T508R-S,Thailand,461,3.0271,3,508,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WBE4300S,Australia,530,2.1893,2,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WRM3700P,Australia,353,1.568,1.5,368,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,WESTINGHOUSE,WRM3700W,Australia,353,1.568,1.5,368,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,SHARP,SJ-339N-SL,Thailand,420,2.5811,2.5,339,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-339S-WH,Thailand,420,2.5811,2.5,339,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-339S-SL,Thailand,420,2.5811,2.5,339,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,GRAM,FS290-00,Denmark,372,2.8638,2.5,287,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,SHARP,SJ-F653SP-BK,Thailand,754,1.7629,1.5,653,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SHARP,SJ-F653SP-SL,Thailand,754,1.7629,1.5,653,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GM-B208BVS,Mexico,650,2.1016,2,590.45,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GM-B208WVS,Mexico,650,2.1016,2,590.45,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GM-B208STS,Mexico,650,2.1016,2,590.45,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,CHANGHONG,CHRF310,China,435,2.1917,2,300,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,CHANGHONG,CHRF420,China,505,2.2747,2,407.7,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,CHANGHONG,CHR268,China,335,1.2404,1,238.62,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,CHANGHONG,CHF208,China,355,2.2454,2,186.7,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,LG,GR-L258DS,"""Korea, Republic of""",900,1.2429,1,704,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,Amber,AL1-306,China,270,2.0533,2,236,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,KELVINATOR,KSM6100M,Australia,687,2.0171,2,606,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,KELVINATOR,KSM6100W,Australia,687,2.0171,2,606,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELECTROLUX,ETM5207SC,Australia,356,4.0111,4,517,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELECTROLUX,ETM5200SC,Australia,356,4.0111,4,517,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Midea,HD-247FW,China,420,1.739240741,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,Midea,HS-65LN,China,245,1.1531,1,50,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,WHIRLPOOL,WRED58SL,Italy,765,1.5153,1.5,580,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,WHIRLPOOL,WRED58WL,Italy,765,1.5153,1.5,580,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,LG,GC-P197STF,China,638,2.1244,2,567,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,LG,GC-P197STL,China,638,2.1244,2,567,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,ELECTROLUX,ETM4200SC,Australia,318,4.0134,4,416,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LG,GC-L197DSL,China,638,2.1244,2,567,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,WESTINGHOUSE,WHE5100S,Australia,603,2.0262,2,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SHARP,SJ-WP32T-BK,Thailand,404,2.9507,2.5,369,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer,Chill",,FALSE
Refridgerator,SHARP,SJ-WP32T-HS,Thailand,404,2.9507,2.5,369,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer,Chill",,FALSE
Refridgerator,SHARP,SJ-SC584V-WH,Taiwan,490,3.12328037,3,585,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-SC584V-SL,Taiwan,490,3.12328037,3,585,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-GC584V-SL,Taiwan,490,3.12328037,3,585,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-GC584V-BK,Taiwan,490,3.12328037,3,585,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LG,GM-F238SS,Mexico,738,1.923805254,1.5,682,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,ELECTROLUX,ERM3701W,Australia,270,2.593588488,2.5,368,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,LG,GC-B247ESL,China,590,2.823802465,2.5,679,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,KELVINATOR,KTM5200M,Australia,518,2.5762,2.5,517,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,KELVINATOR,KTM5200W,Australia,518,2.5762,2.5,517,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,KELVINATOR,KBM3800M,Australia,555,1.7598,1.5,381,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,KELVINATOR,KBM3800W,Australia,555,1.7598,1.5,381,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELECTROLUX,EHE5107SA,Australia,555,2.3436,2,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELECTROLUX,EQE6007SB-NAU,Thailand,616,2.394,2,602,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,KELVINATOR,KSM6100P,Australia,605,2.503441587,2.5,606,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,KELVINATOR,KSM6100W,Australia,605,2.503441587,2.5,606,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WSE7000S,Australia,637,2.55971581,2.5,700,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WSE7000W,Australia,637,2.55971581,2.5,700,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,EUROTAG,BC-103A53H,China,208,2.2847,2,106,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,LG,GC-L247ENSL,China,670,2.253479662,2,659,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,LG,GC-P247ESL,China,670,2.253479662,2,659,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,ELECTROLUX,EFM3001W,Australia,366,3.006144725,3,299,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,ELFA,CFZ-300,China,400,2.6728,2.5,300,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,Midea,HS-241FN,China,362,2.0836,2,180,Designation,Freezer,Configuration,Upright,Compartments,"Freezer,Ice making",,FALSE
Refridgerator,LG,GN-315FP,Indonesia,443,2.24418843,2,315,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Midea,HS-111FN,China,263,2.1454,2,87,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,LG,GR-L219CSL,"""Korea, Republic of""",750,1.60856799,1.5,610,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Ice making,Freezer",,TRUE
Refridgerator,LG,GR-L219CPL,"""Korea, Republic of""",750,1.60856799,1.5,610,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Ice making,Freezer",,TRUE
Refridgerator,WESTINGHOUSE,WSE6100S,Australia,605,2.503441587,2.5,606,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WSE6100W,Australia,605,2.503441587,2.5,606,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELECTROLUX,ESE7007B,Australia,525,3.2955,3,699,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELECTROLUX,ESE7007S,Australia,525,3.2955,3,699,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Amber,TF-22A,China,280,3.0589,3,177,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Amber,AF1-225,China,280,3.0589,3,177,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,WESTINGHOUSE,WTB2500P,Thailand,414,2.0588,2,246,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTB2500W,Thailand,414,2.0588,2,246,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WSE7000S,Australia,699,2.2043,2,700,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WSE7000P,Australia,699,2.2043,2,700,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WSE7000W,Australia,699,2.2043,2,700,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WSE6970S,Australia,729,2.0025,2,690,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,WESTINGHOUSE,WSE6970P,Australia,729,2.0025,2,690,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,WESTINGHOUSE,WSE6970W,Australia,729,2.0025,2,690,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,WESTINGHOUSE,WTM3300PB,Australia,437,2.3078,2,328,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTM3300WB,Australia,437,2.3078,2,328,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTM3000PB,Australia,424,2.2842,2,302,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTM3000WB,Australia,424,2.2842,2,302,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTM3900S,Australia,450,2.5542,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTM3900P,Australia,450,2.5542,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTM3900W,Australia,450,2.5542,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Midea,HD-363FW,China,464,1.9436,1.5,298,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BMC,BFR240,China,370,2.0372,2,206,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Midea,HD-296FW,China,457,1.770174582,1.5,258,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,Midea,HS-260CN,China,310,2.8874,2.5,200,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,SHARP,SJ-T596R-WH,Thailand,532,2.8184,2.5,596,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ--T596R-S,Thailand,532,2.8184,2.5,596,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-PT596R-WH,Thailand,532,2.8184,2.5,596,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-PT596R-HS,Thailand,532,2.8184,2.5,596,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Midea,HS-546CN,China,495,2.5038,2.5,415,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,SIMPSON,STM4200W,Australia,456,2.6344,2.5,416,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIMPSON,STM3600W,Australia,440,2.5073,2.5,364,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELFA,CFZ-150,China,280,2.7724,2.5,150,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,ELECTROLUX,ESE6977S,Australia,555,3.0459,3,690,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,MEILING,MF-208,China,260,3.437,3,186.7,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,LG,GR-151SW,China,319,0.8131,1,129,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,SHARP,SJ-TD555S-WH,Thailand,510,2.8519,2.5,555,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SHARP,SJ-TD555S-SL,Thailand,510,2.8519,2.5,555,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GN-253VW,Indonesia,435,1.8947,1.5,253,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-T431R-S,Thailand,460,2.7024,2.5,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-T431R-WH,Thailand,460,2.7024,2.5,431,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,BOSCH,KGN46AI20A,Greece,456,2.6047,2.5,397,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WANBAO,WB-70D,China,286,0.7595,1,69.5,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,ELECTROLUX,ERM3701WC,Australia,257,2.7824,2.5,368,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,ICELAND,CF200L,China,318,2.7899,2.5,200,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,LG,GM-B208SW,Mexico,650,2.1016,2,590.45,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GM-B208SS,Mexico,650,2.1016,2,590.45,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GR-L247DPSL,"""Korea, Republic of""",685,2.2868,2,693,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,WESTINGHOUSE,WRM4300S,Australia,380,1.5082,1.5,434,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,WESTINGHOUSE,WRM4300W,Australia,380,1.5082,1.5,434,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,WESTINGHOUSE,WCM2100WC,Australia,322,2.8307,2.5,210,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,WESTINGHOUSE,WBM3600W,Australia,495,2.1473,2,365,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WFM3600S,Australia,569,1.667,1.5,357,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,WESTINGHOUSE,WFM3600W,Australia,569,1.667,1.5,357,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,WESTINGHOUSE,WFM3000P,Australia,525,1.6258,1.5,299,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,WESTINGHOUSE,WFM3000W,Australia,525,1.6258,1.5,299,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,LG,GR-L218CSL,"""Korea, Republic of""",750,1.631756113,1.5,615,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer,Ice making",,TRUE
Refridgerator,LG,GR-W600GS,"""Korea, Republic of""",585,2.521033545,2.5,600,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LG,GC-154SQS,China,270,2.4034,2,110,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,Midea,HD-253FW,China,427,1.676,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BOSCH,KDN53AL30A,Turkey,424,3.1246,3,456,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,ELECTROLUX,EBM5107SC,Australia,428,3.3378,3,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELECTROLUX,EBM5100SC,Australia,428,3.3378,3,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,BOSCH,KAD63A70AU,China,630,2.5113,2.5,665,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,LG,GN-R466FT,Indonesia,490,2.6499,2.5,466,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LG,GN-R466FW,Indonesia,490,2.6499,2.5,466,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,KELVINATOR,KTM3900M,Australia,450,2.5542,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,KELVINATOR,KTM3900W,Australia,450,2.5542,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WBM5100P,Australia,580,2.175,2,505,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
